notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3/16/2020,Temporary Plant Layoff,Broome Street Food and Drink LLC,"Black Tap Craft Burgers & Beer 529 Broome Street New York, NY 10013",(646) 813-1877,Restaurant,51,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/16/2020,Temporary Plant Closing,LEX 159 BAKERY LLC dba Penelope,"159 Lexington Ave New York, NY 10016",(212) 481-3800,Restaurant,23,23,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Layoff,"Luck 13 Associates, LLC dba Catch New York","21 Ninth Ave New York, NY 10014",(212) 627-1235,Restaurant,356,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/16/2020,Temporary Plant Closing,156 Tenth Ave Restaurant LLC dba Cookshop,"156 Tenth Ave New York, NY 10011",(917) 670-7904,Restaurant,106,106,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Closing,Second Street Restaurant LLC dba Rosies,"29 East Second Street New York, NY 10003",(917) 670-7904,Restaurant,72,72,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Layoff,"Fifty Second Street Hotel Associates, LLC dba Novotel New York Times Square Hotel","226 West 52nd Street New York, NY 10019",(646) 459-5866,Hotel,145,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,New York Hotel Trades Council,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"HI 57, LLC dba The Watson Hotel","440 West 57th Street New York, NY 10019",(212) 634-4321,Hotel,138,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,Captain Haddock LLC dba Simon & the Whale Studio and George Washington Bar,"23 Lexington Ave. New York, NY 10010",(646) 319-8632,Restaurant,88,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,Instant Vintage Inc.,"96 Grove Street, Suite 3 New York, NY 10014",(646) 319-8632,-----,6,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,Marlinspike Hall LLC dba The Jones,"54 Great Jones Street New York, NY 10012",(646) 319-8632,Restaurant,21,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,George Marcel LLC dba Fairfax,"234 West 4th Street New York, NY 10014",(646) 319-8632,Restaurant,23,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,Little Wisco LLC dba Fedora,"239 West 4th Street New York, NY 10014",(646) 319-8632,Restaurant,18,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,St. Helene LLC dba bar Sardine,"183 West 10th Street New York, NY 10014",(646) 319-8632,Restaurant,22,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,Penmanship LLC dba Jeffrey's Grocery,"172 Waverly Place New York, NY 10014",(646) 319-8632,Restaurant,36,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,Happy Cooking LLC dba Joseph Leonard,"170 Waverly Place New York, NY 10014",(646) 319-8632,Restaurant,30,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Closing,ADINA LLC dba BABUJI,"22 East 13th Street New York, NY 10003",(917) 664-7164,Restaurant,23,23,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Layoff,Belux Catering Corp. dba Antun's Queens,"96-43 Springfield Blvd. Queens, NY 11429",(718) 468-6400,Catering/Event Venue,88,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Closing,455 Hospitality LLC (the DoubleTree By Hilton Tarrytown),"455 S. Broadway Tarrytown, NY 10591",(914) 524-6401,Hotel,131,131,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,"Danford F&B LLC dba Danford's Hotel, Marina & Spa","25 East Broadway Port Jefferson, NY 11777",(631) 928-5200 Ext,Hotel,149,161,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Unit Closing,Unity House of Troy,"435 4th Street Troy, NY 12180 AND 50 Philip Street Albany, NY 12207",(518) 274-2607 Ext,Daycare,65,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Unit Closing
3/18/2020,Temporary Plant Layoff,Brockport Auxiliary Service Corporation (BASC),"350 New Campus Drive Brockport, NY 14420",(585) 395-2652,-----,415,-----,3/22/2020,EconomicUnforeseeable business circumstances prompted by COVID-19,"CSEA, Inc. Local 1000, AFSCME, AFL-CIO, Local 624",Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,BLT Prime Lexington,"1032 Lexington Ave New York, NY 10021",(212) 688-2701,Restaurant,55,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,BLT Steak,"106 East 57th St New York, NY 10022",(212) 688-2701,Restaurant,131,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,Casa Nonna,"310 West 38th Street New York, NY 10018",(212) 688-2701,Restaurant,63,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,The Wayfarer,"101 West 57th Street New York, NY 10019",(212) 688-2701,Restaurant,107,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Closing,BLT Steak White Plains,"221 Main Street White Plains, NY 10601",(212) 688-2701,Restaurant,58,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant  Layoff,"Costume Armour, Inc.","P.O.Box 85, 2 Mill Street Cornwall, NY 12518",(845) 863-5322,Clothing Manufacturing,-----,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/17/2020,Temporary Plant Closing,The Rag Trader & Bo Peep Cocktail and Highball Store,"70 West 36th Street New York, NY 10018",(917) 261-5495,Restaurant,77,77,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/14/2020,Plant Closing,Ample Hills Creamery,14 NYC locations,(917) 864-0921,Creamery,101,101,6/12/2020,Economic,The employees are not represented by a union,Plant Closing
3/15/2020,Temporary Plant Layoff,"NoMad Hotels, LLC","1170 Broadway New York, NY",(212) 796-1500,Hotel,39,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/17/2020,Temporary Plant Closing,"MFRF Enterprises Inc., Street Taco","358 3rd Ave. New York, NY 10016",(917) 261-5495,Restaurant,23,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Layoff,Times Square Barbeque Inc. aka Virgil's Real Barbecue,"152 W 44th Street New York, NY 10036",(212) 675-7722,Restaurant,143,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Closing,Citusa Park Ave LLC dba IBEROSTAR 70 Park Avenue,"70 Park Avenue New York, NY 10016",(212) 973-2466,Hotel,59,59,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,Temporary Plant Closing,"20 Times Rest LLC - 701 West, Lobby Bar, Paradise Club, and The Terrace and Outdoor Gardens","701 7th Ave. New York, NY 10036",(212) 261-5301,Restaurant,292,292,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Layoff,"88 Ninth Avenue Hospitality, LLC dba Catch Steak","88 Ninth Ave. New York, NY 10011",(212) 627-1235 Ext,Restaurant,330,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/17/2020,Temporary Plant Layoff,"GG Union Square, LLC dba Irvington","201 Park Ave South New York, NY 10003",(212) 750-6361 Ext,Restaurant,63,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Plant Closing,Cutler,"4 NYC locations New York/Brooklyn, NY",(646) 250-1594,Salon,-----,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Closing
3/20/2020,Temporary Plant Closing,"Ykg Corp, Wallse - Café Sabarsky","1048 Fifth Ave. New York, NY 10021",(917) 415-5574,Restaurant,29,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Layoff,"GG LES, LLC dba Mr. Purple","180 Orchard St. New York, NY 10002",(212) 750-6361 Ext,Restaurant,89,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/15/2020,Temporary Plant Layoff,"Progressive Restaurant LLC, Cote Korean Steakhouse","16 West 22nd Street New York, NY 10010",(917) 589-6961,Restaurant,88,------,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/15/2020,Temporary Plant Closing,Cassa NY Restaurant LLC dba Butter,"70 West 45th Street New York, NY 10036",(415) 225-5373,Restaurant,91,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Layoff,"Lexington Project Managers, LLC dba Lexington Brass","517 Lexington Ave. New York, NY 10017",(212) 627-1235 Ext,Restaurant,81,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/14/2020,Temporary Plant Layoff,"La Pecora Bianca Holdings, LLC and LPB1 LLC","5 NYC sites New York, NY",(646) 202-3003,Restaurant,134,-----,3/14/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Closing,"Flywheel Sports, Inc.","10 NYC locations New York, NY and Brooklyn, NY",(509) 993-7505,Gym,278,278,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Layoff,"GG TWA, LLC - Sunken Lounge, Connie, & The Pool","TWA Hotel, JFK International Airport Jamaica, NY 11430",(212) 750-6361 Ext,Hotel,73,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,The Holiday Inn Saratoga Springs (JLK Global Fund US3 Inc.),"232 Broadway Saratoga Springs, NY 12866",(518) 845-4550 Ext,Hotel,62,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/16/2020,Temporary Plant Layoff,"Uniquest Hospitality, LLC (Embassy Suites)","200 Delaware Ave Buffalo, NY 14202",(716) 834-5000,Hotel,22,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant  Layoff,"Terrace on the Park (Crystal Ball Group, LLC)","52-11 111th Street Corona, NY 11368",(718) 592-5000,Venue,198,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/16/2020,Temporary Plant Closing,Bold Food Lafayette Street dba Gato,"324 Lafayette St. New York, NY",(718) 913-9640,Restaurant,61,61,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Closing,Saltbae LLC dba Saltbae Burger,"220 Park Ave. New York, NY 10003",(212) 315-3660,Restaurant,-----,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Layoff,Songren Management Corp.,"16 locations New York/Long Island City/Brooklyn, NY",(646) 209-8242,Retail,126,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,"OSM Aviation, Inc.","JFK Terminal 1, JFK International Airport Queens, NY 11430",(954) 257-3273,Airport Support,225,-----,3/12/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/17/2020,Temporary Plant Layoff,Lastrada Restaurant LLC,"2 Dingle Ridge Road North Salem, NY 10560",(347) 996-8430,Restaurant,-----,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"Kuei Luck Enrichment Center, Inc. and Kuei Luck Early Childhood Center, LLC","195-05 69th Ave. Fresh Meadowns, NY 11365",(718) 679-9908,Education,73,-----,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
